Gene stable ID,TF_Activity,TF_pvalue,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Gene name
ENSG00000106546,-3.4054605960845947,0.000662240999804267,1535.8458,-1.4010866427291382,0.16504320649933057,-8.489211234118994,2.0804427519006295e-17,4.170805495730851e-16,AHR
ENSG00000134107,-2.0731401443481445,0.0381761188389069,175.60393,-1.6495236323203066,0.27608626726505286,-5.9746674423929385,2.3056001917518327e-09,2.0372191770201835e-08,BHLHE40
ENSG00000012048,-2.3115041255950928,0.02081838856943348,135.38042,-1.6049863453518298,0.21419314295058622,-7.493173325917795,6.722802597612042e-14,9.756120816630476e-13,BRCA1
ENSG00000101412,-5.545121669769287,2.9866610237376073e-08,292.84335,-1.360018975772593,0.1814860682891353,-7.4937927114376235,6.691137040434614e-14,9.719486587717689e-13,E2F1
ENSG00000282899,-4.029433727264404,5.618469297673683e-05,111.86924,-2.1534688690462316,0.6095201983376467,-3.533055795229458,0.0004107857668371532,0.0015630098961405608,E2F2
ENSG00000007968,-4.029433727264404,5.618469297673683e-05,111.86924,-2.1534688690462316,0.6095201983376467,-3.533055795229458,0.0004107857668371532,0.0015630098961405608,E2F2
ENSG00000111206,-3.5932846069335938,0.0003275718726115756,231.34839,-1.5379205659454227,0.35494946122923143,-4.332787435764585,1.4723324944782251e-05,7.35971751533105e-05,FOXM1
ENSG00000150907,-2.4684784412384033,0.013579849416656698,965.64325,-1.014158090409108,0.15718866455246847,-6.451852576625138,1.1049103788965182e-10,1.145474211984774e-09,FOXO1
ENSG00000285109,-2.1263315677642822,0.03349179777447067,718.5649,-0.5135834052636408,0.1262349478389743,-4.068472432204507,4.732235861028736e-05,0.00021665796125992423,GATA4
ENSG00000136574,-2.1263315677642822,0.03349179777447067,718.5649,-0.5135834052636408,0.1262349478389743,-4.068472432204507,4.732235861028736e-05,0.00021665796125992423,GATA4
ENSG00000107249,4.284584999084473,1.842112786388995e-05,3651.7283,1.0832101701194936,0.10869508619003544,9.965585456417774,2.1559982982452603e-23,6.770371419551921e-22,GLIS3
ENSG00000061273,1.980461597442627,0.047669761838520015,185.2405,0.9584932446374018,0.22003415866717976,4.356111116761665,1.3239358598990185e-05,6.670803320716227e-05,HDAC7
ENSG00000100644,-2.274059295654297,0.022976358774884697,6344.8193,-0.8235323870737666,0.09091284098606725,-9.058482587734511,1.3227783538865952e-19,3.250255383835634e-18,HIF1A
ENSG00000108924,-2.5689189434051514,0.010211126256316252,178.2085,-1.5510440695156065,0.3066467162657866,-5.0580814573968444,4.2349554109008934e-07,2.7451942226722024e-06,HLF
ENSG00000164104,-2.74648380279541,0.006030905271384954,259.2208,-1.4725531538529877,0.1754253937687713,-8.394184685678768,4.691382260340308e-17,9.186127023610726e-16,HMGB2
ENSG00000276194,-2.213472604751587,0.026879936245583446,362.5976,-0.8209159752977974,0.22151254387131472,-3.7059570575592296,0.00021059398155472682,0.0008506940231684935,HNF1B
ENSG00000275410,-2.213472604751587,0.026879936245583446,362.5976,-0.8209159752977974,0.22151254387131472,-3.7059570575592296,0.00021059398155472682,0.0008506940231684935,HNF1B
ENSG00000135363,-3.0258147716522217,0.002483805799939226,634.67175,-2.351604403221299,0.28612197940734446,-8.218887650967144,2.05399347212522e-16,3.777551056389712e-15,LMO2
ENSG00000162992,-2.6191422939300537,0.008823906202751225,8196.361,-1.3823835237713404,0.23665029118499428,-5.841461326116449,5.174489214087577e-09,4.365722895453153e-08,NEUROD1
ENSG00000109320,-3.2828586101531982,0.001029931362762884,593.4382,-0.8695460670841931,0.18143220304344657,-4.792677664151869,1.64569922472035e-06,9.722600884218274e-06,NFKB1
ENSG00000163623,2.1431527137756348,0.03211673240327914,11629.648,0.8182322414871961,0.1556118287833797,5.258162235380068,1.4550213157708034e-07,1.0167683580566427e-06,NKX6-1
ENSG00000170485,2.171813488006592,0.029885210104668953,429.46048,2.103308938416948,0.18964827977348822,11.090577467557809,1.393850486349866e-28,6.027805988969021e-27,NPAS2
ENSG00000126368,2.080338716506958,0.03751125740343435,280.2158,0.5773129102828752,0.11394377700443556,5.066647125980402,4.048838381939856e-07,2.633571884359332e-06,NR1D1
ENSG00000185551,-2.597676992416382,0.009394761503227163,227.57704,-1.020558785824826,0.26370029899373726,-3.870146487202367,0.00010876997639569848,0.00046358789605516405,NR2F2
ENSG00000113580,-3.755917549133301,0.00017335478516378264,3803.9895,-1.8586639656994817,0.2344997035549617,-7.9260823682186485,2.2616760700332403e-15,3.7868063048698147e-14,NR3C1
ENSG00000148200,-2.631601572036743,0.008506964131000074,352.91656,-0.5467682026194185,0.13926121207032197,-3.926205972868597,8.629626592964568e-05,0.00037383522641989617,NR6A1
ENSG00000134532,-2.2240424156188965,0.026160287858673064,693.04785,-1.6730086505543063,0.20318763859831604,-8.233811181110756,1.8134945598220256e-16,3.359737289775542e-15,SOX5
ENSG00000184895,-2.1846470832824707,0.0289300194810783,37.58144,-1.4693596221992906,0.41321580220073817,-3.55591343403049,0.00037666809761196135,0.0014473846980082882,SRY
ENSG00000114126,-2.407437324523926,0.016076810313433068,1620.5714,-0.8466401272583661,0.13457087521873756,-6.291406858149649,3.1460156284610267e-10,3.080083606234547e-09,TFDP2
ENSG00000060138,2.0626208782196045,0.039165685154676194,448.04172,0.5737820772707642,0.1586435852656569,3.616799735772086,0.0002982678887409924,0.0011683702805340736,YBX3
ENSG00000116809,2.1964917182922363,0.028071877771860772,1129.1865,1.2106705273880443,0.10374375183028237,11.669816312105405,1.818153866212018e-31,9.489509282408658e-30,ZBTB17
