Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
KEGG_PATHWAY	hsa05200:Pathways in cancer	107	15.574963609898107	5.949132047664335E-31	ITGA2B, ETS1, ELK1, IGF1R, RASSF1, CCND2, CDH1, AKT1, EP300, PRKCG, PGF, AR, COL4A2, MSH2, CCNE2, CCNE1, RAF1, TP53, NOTCH1, PDGFA, PIK3R1, HIF1A, RASGRP1, FOXO1, ABL1, PMAIP1, FZD1, JAG2, CREBBP, TGFB2, JUN, SMAD4, GSTM1, TGFB3, FN1, IGF2, NFKB1, NFKBIA, CXCL12, CDK6, SP1, CDK4, CDK2, MDM2, FGFR3, NFE2L2, FGFR1, RET, CDKN1A, SLC2A1, BRCA2, BBC3, IKBKB, CASP7, MECOM, HEY1, CASP3, POLK, JAK2, JAK1, NKX3-1, APAF1, DCC, NCOA3, MMP2, ARNT, TRAF1, AXIN2, F2, DDB2, TGFBR2, CCNA2, TRAF6, BIRC5, PPARG, MET, PTGER4, CEBPA, HDAC2, HDAC1, GSTP1, DLL1, DLL3, DLL4, MAPK9, ERBB2, E2F1, STAT4, CTNNA3, VHL, BAK1, BID, RUNX1T1, ARNT2, NQO1, CDKN2B, EGLN3, STAT1, VEGFB, AGT, VEGFA, RPS6KB1, APC, GSTA1, BAX, FAS, CTNNB1	514	531	8662	3.39581730381704	1.897773123204923E-28	1.897773123204923E-28	1.279063390247832E-28
KEGG_PATHWAY	hsa04110:Cell cycle	46	6.695778748180495	8.13559671357639E-20	CDKN1A, HDAC2, PCNA, HDAC1, BUB1B, SMC3, AURKB, CCNB2, CCNB1, CDC45, CCND2, PTTG1, CHEK2, CHEK1, E2F1, ABL1, EP300, FBXO5, BUB1, CDT1, TGFB2, CDKN2B, CREBBP, SMAD4, CDKN2C, TGFB3, PLK1, CDC6, CDC25C, CDC25A, CDC25B, CCNA2, DBF4, CDK6, CCNE2, TFDP2, CCNE1, CDK4, CDK2, CDK1, MDM2, MCM5, MCM6, TP53, MAD1L1, MCM2	514	157	8662	4.937569704329723	2.5952553516308684E-17	1.2976276758154342E-17	8.745766467094618E-18
KEGG_PATHWAY	hsa04115:p53 signaling pathway	31	4.512372634643377	2.4514725839719985E-18	CDKN1A, EI24, THBS1, BBC3, CCNB2, CCNB1, CCND2, SESN3, CHEK2, CASP3, CHEK1, PMAIP1, BID, RRM2, SIVA1, APAF1, IGFBP3, TSC2, TNFRSF10B, DDB2, CDK6, CCNE2, CCNE1, CDK4, CDK2, CDK1, MDM2, BAX, FAS, TP53, TP73	514	74	8662	7.059680302870964	7.820197542870675E-16	2.606732514290225E-16	1.7568886851799323E-16
KEGG_PATHWAY	hsa04218:Cellular senescence	41	5.9679767103347885	7.874161747154697E-16	CDKN1A, GATA4, PIK3R1, FOXM1, FOXO3, ETS1, FOXO1, CCNB2, CCNB1, CCND2, CHEK2, CHEK1, E2F1, EIF4EBP1, AKT1, MYBL2, TGFB2, CDKN2B, TGFB3, IGFBP3, HLA-B, TSC2, HLA-A, MAPK14, SIRT1, CDC25A, NFKB1, TGFBR2, HLA-E, CCNA2, CDK6, CCNE2, CCNE1, CDK4, CDK2, CDK1, MDM2, RAF1, SLC25A5, SQSTM1, TP53	514	156	8662	4.4290880973760345	2.4791280139879746E-13	6.27964399335587E-14	4.2323619390956494E-14
KEGG_PATHWAY	hsa05169:Epstein-Barr virus infection	45	6.550218340611353	1.777896810489184E-14	CDKN1A, HDAC2, HDAC1, TRADD, PIK3R1, IKBKB, MAPK9, CCND2, CASP3, E2F1, AKT1, RIPK1, BAK1, POLK, BID, B2M, JAK1, JUN, APAF1, STAT1, HLA-B, TAP2, EIF2AK2, TAP1, HLA-A, MAPK14, NFKB1, DDB2, HLA-E, NFKBIA, CCNA2, CDK6, CCNE2, CCNE1, CDK4, TRAF6, NEDD4, CDK2, IRF7, MDM2, BAX, FAS, VIM, TP53, MAP3K14	514	202	8662	3.7541896212967596	5.666578317686799E-12	1.1342981650920994E-12	7.644956285103492E-13
KEGG_PATHWAY	hsa05166:Human T-cell leukemia virus 1 infection	47	6.841339155749636	3.151282352056893E-14	NRP1, CDKN1A, SRF, SLC2A1, BUB1B, PIK3R1, ETS1, ELK1, IKBKB, MAPK9, CCNB2, CCND2, PTTG1, CHEK2, CHEK1, E2F1, AKT1, EP300, B2M, JAK1, EGR1, TGFB2, CDKN2B, JUN, CREBBP, SMAD4, CDKN2C, TBP, TGFB3, HLA-B, HLA-A, NFKB1, TGFBR2, HLA-E, NFKBIA, CCNA2, CCNE2, CCNE1, CDK4, CDK2, BAX, TCF3, LTBR, SLC25A5, TP53, MAP3K14, MAD1L1	514	222	8662	3.567795421881025	1.0058176513894068E-11	1.6754317838435815E-12	1.1292095094870535E-12
KEGG_PATHWAY	hsa05161:Hepatitis B	38	5.531295487627365	5.047351190033605E-13	CDKN1A, PCNA, PIK3R1, ELK1, IKBKB, MAPK9, CASP3, E2F1, STAT4, AKT1, EP300, JAK2, BID, JAK1, PRKCG, TGFB2, JUN, CREBBP, SMAD4, APAF1, TGFB3, STAT1, MAPK14, NFKB1, TGFBR2, DDB2, NFKBIA, CCNA2, CCNE2, CCNE1, TRAF6, CDK2, IRF7, BAX, BIRC5, FAS, RAF1, TP53	514	162	8662	3.9529711293654226	1.6100165645127618E-10	2.300150042315314E-11	1.5502578655103215E-11
KEGG_PATHWAY	hsa05206:MicroRNAs in cancer	53	7.714701601164483	4.2621163598068865E-12	CDKN1A, BRCA1, IKBKB, RASSF1, CCND2, CASP3, STMN1, CYP1B1, TIMP3, EP300, PRKCG, KIF23, CDC25C, SIRT1, CDC25A, CDC25B, CCNE2, CCNE1, DDIT4, RAF1, MET, TP53, DNMT1, HDAC2, NOTCH1, ABCB1, GLS2, HDAC1, PDGFA, PIK3R1, EFNA5, THBS1, SOCS1, ERBB2, IGF2BP1, ABL1, E2F1, BAK1, MCL1, TGFB2, CREBBP, UBE2I, NFKB1, VEGFA, CDK6, APC, MDM2, PDCD4, SPRY2, VIM, FGFR3, BCL2L2, EZH2	514	310	8662	2.8811723358855277	1.3596246350999763E-9	1.512990618846962E-10	1.0197272195990496E-10
KEGG_PATHWAY	hsa05212:Pancreatic cancer	25	3.6390101892285296	4.268625570414626E-12	CDKN1A, PIK3R1, BRCA2, IKBKB, MAPK9, ERBB2, E2F1, AKT1, BAK1, POLK, JAK1, TGFB2, SMAD4, TGFB3, STAT1, NFKB1, TGFBR2, DDB2, VEGFA, CDK6, RPS6KB1, CDK4, BAX, RAF1, TP53	514	76	8662	5.543467130862175	1.3616787697401378E-9	1.512990618846962E-10	1.0197272195990496E-10
KEGG_PATHWAY	hsa05165:Human papillomavirus infection	55	8.005822416302767	4.9737262501356325E-12	CDKN1A, TRADD, ITGA2B, TCIRG1, IKBKB, CCND2, HEY1, CASP3, AKT1, EP300, JAK1, HES6, TBP, HLA-B, TSC2, HLA-A, AXIN2, HLA-E, CCNA2, COL2A1, COL4A2, CCNE2, CCNE1, IRF1, RAF1, TP53, PTGER4, HDAC2, NOTCH1, HDAC1, PIK3R1, THBS1, FOXO1, VTN, EIF4EBP1, E2F1, BAK1, FZD1, CREBBP, STAT1, FN1, EIF2AK2, NFKB1, VEGFA, COL1A1, CDK6, COL1A2, RPS6KB1, APC, CDK4, CDK2, MDM2, BAX, CTNNB1, FAS	514	331	8662	2.800204544653038	1.5866065128378182E-9	1.5866186737932667E-10	1.069351143779161E-10
KEGG_PATHWAY	hsa04068:FoxO signaling pathway	32	4.657933042212519	1.550812014999681E-11	CDKN1A, PIK3R1, FOXO3, FOXO1, IGF1R, INS, IKBKB, MAPK9, CCNB2, CCNB1, CCND2, AKT1, EP300, PCK2, PLK4, GABARAPL2, PLK3, TGFB2, CDKN2B, CREBBP, SMAD4, TGFB3, INSR, PLK1, MAPK14, SOD2, SIRT1, ATG12, TGFBR2, CDK2, MDM2, RAF1	514	131	8662	4.116553301452461	4.947099951913003E-9	4.4973548434990747E-10	3.031132574772104E-10
KEGG_PATHWAY	hsa05202:Transcriptional misregulation in cancer	39	5.676855895196507	3.044799608330088E-11	CEBPA, CDKN1A, CEBPB, HDAC2, HDAC1, PDGFA, FOXO1, IGF1R, HHEX, CCND2, TSPAN7, BAK1, POLK, RUNX1T1, ARNT2, MEF2C, CDKN2C, IGFBP3, LMO2, TRAF1, ETV4, PBX1, NFKB1, TGFBR2, DDB2, PER2, CCNA2, MEIS1, NCOR1, MAF, SP1, ID2, DDIT3, MDM2, BAX, PPARG, TCF3, MET, TP53	514	193	8662	3.405354730751396	9.712904813774514E-9	7.909095557438384E-10	5.330581645295463E-10
KEGG_PATHWAY	hsa05220:Chronic myeloid leukemia	24	3.4934497816593884	3.2231423901786516E-11	CDKN1A, TGFB2, SMAD4, HDAC2, TGFB3, HDAC1, PIK3R1, NFKB1, TGFBR2, DDB2, NFKBIA, IKBKB, CDK6, MECOM, CDK4, MDM2, E2F1, ABL1, BAX, AKT1, POLK, BAK1, RAF1, TP53	514	76	8662	5.321728445627689	1.0281829276870269E-8	7.909095557438384E-10	5.330581645295463E-10
