Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
KEGG_PATHWAY	hsa05215:Prostate cancer	15	8.333333333333332	2.3520879406772306E-10	RB1, CREBBP, CDKN1B, BAD, EGFR, RELA, IGF1R, CREB1, ZEB1, CCND1, CCNE1, EP300, MAPK1, KRAS, TP53	136	97	8662	9.849151000606428	6.562323673353632E-8	5.735208557133242E-8	3.844028674494323E-8
KEGG_PATHWAY	hsa05200:Pathways in cancer	31	17.22222222222222	4.1112606144324315E-10	RB1, NOTCH3, CDKN1B, NOTCH1, NOTCH4, RELA, EGFR, IGF1R, CCND3, RXRA, CCND1, CDH1, HEY2, HMOX1, MAPK1, EP300, NCOA1, GSTM2, CREBBP, TGFB1, GADD45A, BAD, LAMB1, FOS, BMP4, BMP2, CCNE1, KRAS, ITGA6, TP53, BCL2L1	136	531	8662	3.718317270410989	1.1470415361980457E-7	5.735208557133242E-8	3.844028674494323E-8
KEGG_PATHWAY	hsa04151:PI3K-Akt signaling pathway	25	13.88888888888889	1.120607104026088E-9	ATF2, CDKN1B, FOXO3, RELA, EGFR, IGF1R, CCND3, STK11, RXRA, CCND1, YWHAQ, MYB, SPP1, MAPK1, MCL1, BAD, LAMB1, NR4A1, G6PC2, CREB1, CCNE1, KRAS, ITGA6, TP53, BCL2L1	136	359	8662	4.4353186957234145	3.126493186567103E-7	1.0187092133209085E-7	6.827907630502147E-8
KEGG_PATHWAY	hsa04068:FoxO signaling pathway	16	8.88888888888889	1.4605150011769298E-9	CREBBP, TGFB1, CDKN1B, GADD45A, BNIP3, IRS2, FOXO3, FBXO32, EGFR, IGF1R, STK11, G6PC2, CCND1, EP300, MAPK1, KRAS	136	131	8662	7.779074988774135	4.074836140732785E-7	1.0187092133209085E-7	6.827907630502147E-8
KEGG_PATHWAY	hsa01522:Endocrine resistance	14	7.777777777777778	3.111677618781499E-9	RB1, NOTCH3, MED1, CDKN1B, NOTCH1, BAD, NOTCH4, FOS, EGFR, IGF1R, CCND1, MAPK1, KRAS, TP53	136	98	8662	9.098739495798318	8.68157669975389E-7	1.7363161112800764E-7	1.1637674294242806E-7
KEGG_PATHWAY	hsa04919:Thyroid hormone signaling pathway	15	8.333333333333332	4.6380345332416915E-9	NCOA1, NOTCH3, MED1, CREBBP, NOTCH1, BAD, NOTCH4, ATP1B1, BMP4, RXRA, CCND1, EP300, MAPK1, KRAS, TP53	136	121	8662	7.895600388915897	1.2940107946279866E-6	2.1566860579573866E-7	1.4455207628603272E-7
KEGG_PATHWAY	hsa05165:Human papillomavirus infection	22	12.222222222222221	3.497188778997005E-8	RB1, NOTCH3, CREBBP, CDKN1B, NOTCH1, BAD, NOTCH4, LAMB1, EGFR, RELA, CCND3, PKM, CREB1, CCND1, CCNE1, HEY2, SPP1, EP300, MAPK1, KRAS, ITGA6, TP53	136	331	8662	4.233250399857829	9.757109274310949E-6	1.3938795276288062E-6	9.342490023892E-7
KEGG_PATHWAY	hsa05166:Human T-cell leukemia virus 1 infection	18	10.0	5.3409720129991384E-8	RB1, ATF2, CREBBP, TGFB1, FOS, ETS2, RELA, CCND3, CREB1, CCND1, CCNE1, EP300, MAPK1, KRAS, CALR, TP53, HLA-DRB1, BCL2L1	136	222	8662	5.164149443561208	1.4901201279338139E-5	1.7945885117557635E-6	1.2028245580585227E-6
KEGG_PATHWAY	hsa05224:Breast cancer	15	8.333333333333332	5.7889951992121405E-8	RB1, NCOA1, NOTCH3, NOTCH1, GADD45A, NOTCH4, FOS, EGFR, IGF1R, CCND1, HEY2, MAPK1, KRAS, PGR, TP53	136	147	8662	6.499099639855943	1.6151166628119995E-5	1.7945885117557635E-6	1.2028245580585227E-6
KEGG_PATHWAY	hsa05203:Viral carcinogenesis	17	9.444444444444445	9.739288014085652E-8	RB1, ATF2, CREBBP, CDKN1B, BAD, RELA, CCND3, PKM, CREB1, CCND1, YWHAQ, CCNE1, MAPKAPK2, EP300, MAPK1, KRAS, TP53	136	204	8662	5.307598039215686	2.7172245697260067E-5	2.717261355929897E-6	1.8212468586340168E-6
KEGG_PATHWAY	hsa05207:Chemical carcinogenesis - receptor activation	17	9.444444444444445	1.660251114679853E-7	RB1, ATF2, GSTM2, CHRNB4, BAD, NR1I3, FOS, EGFR, RELA, CCND3, CREB1, RXRA, CCND1, MAPK1, KRAS, PGR, PPARA	136	212	8662	5.107311320754717	4.6319937134664535E-5	4.211000554506173E-6	2.82242689495575E-6
KEGG_PATHWAY	hsa05212:Pancreatic cancer	11	6.111111111111111	2.4103745561867734E-7	RB1, TGFB1, CCND1, BAD, GADD45A, MAPK1, KRAS, TP53, RELA, EGFR, BCL2L1	136	76	8662	9.218459752321982	6.7247197040321E-5	5.173034624431613E-6	3.4672310923609743E-6
