Gene stable ID,TF_Activity,TF_pvalue,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Gene name
ENSG00000106546,-3.2796127796173096,0.0010418206644667017,1300.3208,-2.458684417558433,0.31188657149218363,-7.883264758066224,3.1893630099394195e-15,1.8494917666894524e-14,AHR
ENSG00000116017,-2.160446882247925,0.03075357688107298,2966.3923,-1.323436646160713,0.08314382554855476,-15.917437493754068,4.796214146712341e-57,1.253246657207604e-55,ARID3A
ENSG00000183734,-4.511617660522461,6.481436698297123e-06,2083.6194,-2.779562345325513,0.20023582084131605,-13.881444057545904,8.207359842980375e-44,1.4899964674560335e-42,ASCL2
ENSG00000012048,-2.328749895095825,0.01988528516454592,118.63915,-2.326974666449272,0.3861470938069105,-6.026135386669143,1.6792653162230114e-09,6.669069790539089e-09,BRCA1
ENSG00000245848,-2.5643041133880615,0.010347755955381255,444.8519,-2.974843802461809,0.21193150864815258,-14.036816995440857,9.278742359027644e-45,1.7403049779152954e-43,CEBPA
ENSG00000172216,-4.004110336303711,6.254542659534789e-05,921.70013,-0.9675718996109103,0.1714767865224829,-5.6425824114918814,1.6751830666913805e-08,6.15697243506719e-08,CEBPB
ENSG00000153879,-2.332562208175659,0.019684042331670943,1526.7921,-0.5724885532219055,0.06871083834061542,-8.33185225282725,7.958723330126586e-17,5.041734141082263e-16,CEBPG
ENSG00000175029,3.37245512008667,0.0007468596419001788,2506.1467,0.5813753301012451,0.14662797219931714,3.9649687667436257,7.34055579813577e-05,0.00018902920473433857,CTBP2
ENSG00000101412,-5.202487945556641,1.9917848138275993e-07,316.42258,-3.0779396440217694,0.2748735686145465,-11.19765592426948,4.1866487523723373e-29,4.604108836601694e-28,E2F1
ENSG00000163497,-2.22023606300354,0.026417353472353654,8434.233,-4.6136623227789935,0.27636332029559196,-16.69419197107751,1.4446170215025096e-62,4.2061744363214026e-61,FEV
ENSG00000111206,-3.0929694175720215,0.0019852157541878765,218.18874,-2.7840715838133923,0.22843452460112945,-12.187613009349931,3.618659654844193e-34,4.71567190826499e-33,FOXM1
ENSG00000141448,-2.645097494125366,0.008175087818376281,525.59344,-1.411143208391165,0.21061276004074816,-6.70017907802996,2.0816428008619004e-11,9.501341252306661e-11,GATA6
ENSG00000135100,-4.593434810638428,4.394896785352351e-06,678.42535,-0.5194884729940358,0.1783750166558544,-2.91233874974938,0.0035873336465876387,0.007246726856315402,HNF1A
ENSG00000101076,-4.63641357421875,3.5743935705561087e-06,1341.1948,-1.8521511815763023,0.09967651257861553,-18.581621022460016,4.526243608470342e-77,1.8112083717036034e-75,HNF4A
ENSG00000164749,-2.385183811187744,0.017082697607369263,702.99506,-0.6064526395604075,0.13372131242665453,-4.535198081405639,5.754944861490672e-06,1.667363289475861e-05,HNF4G
ENSG00000117595,-2.3715932369232178,0.017723891587868235,1355.3368,-0.8381722801424963,0.058122738787379696,-14.420729264129074,3.8327128392225713e-47,7.658411563445259e-46,IRF6
ENSG00000170549,-3.939326524734497,8.207357889051991e-05,182.69762,-2.688873695419317,0.2904628980903718,-9.257201911490696,2.0985952253288936e-20,1.5825913475272553e-19,IRX1
ENSG00000016082,-2.2134134769439697,0.026883859922599597,2622.444,-2.4793262125446147,0.427792294358668,-5.795630835897916,6.806483968335758e-09,2.5817348372203572e-08,ISL1
ENSG00000118922,2.2268564701080322,0.025971375037008214,1223.6532,1.0110377469836227,0.2787031289922609,3.6276512238644347,0.00028601126011946966,0.0006849393893445423,KLF12
ENSG00000119138,-2.0861074924468994,0.03698542087005301,533.5914,-1.3696203001942933,0.1769281203201568,-7.741111462191109,9.855145213093952e-15,5.5629892809214974e-14,KLF9
ENSG00000118058,-3.1060450077056885,0.0018995478774285672,1468.4149,-0.8697196795947857,0.3665692576706453,-2.372593067736767,0.01766371249573907,0.03127620864240327,KMT2A
ENSG00000182759,2.216599941253662,0.026665101747215897,9075.004,4.432748780660233,0.11657541815565965,38.02472983404886,0.0,0.0,MAFA
