Gene stable ID,TF_Activity,TF_pvalue,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Gene name
ENSG00000106546,-3.336369514465332,0.0008508524772228329,1742.569,-1.4447871877819798,0.2712013861270713,-5.327359157025198,9.965099540349453e-08,8.328173216962409e-07,AHR
ENSG00000139352,-2.144953727722168,0.031972468990264485,465.49484,-2.7882116780958914,0.578273259140357,-4.821616137396289,1.4239977441370422e-06,9.795260360377237e-06,ASCL1
ENSG00000101412,-4.672940731048584,2.9948391495880896e-06,278.1409,-1.0410836746717314,0.25201223468587125,-4.131083857771523,3.6105683045237816e-05,0.0001946779857832358,E2F1
ENSG00000282899,-3.414602279663086,0.0006404333647441349,89.5619,-1.4969068943427213,0.4323302901422622,-3.462415029606532,0.0005353509250351596,0.002255801314009883,E2F2
ENSG00000007968,-3.414602279663086,0.0006404333647441349,89.5619,-1.4969068943427213,0.4323302901422622,-3.462415029606532,0.0005353509250351596,0.002255801314009883,E2F2
ENSG00000115641,-2.7345457077026367,0.006253934672713123,49.334442,-2.3032349162536683,0.3470820703998497,-6.635995093610765,3.22320563203447e-11,4.0824565037145235e-10,FHL2
ENSG00000111206,-3.4756922721862793,0.0005109693715218806,208.46463,-1.1041279995138875,0.4127484747940146,-2.6750625791286358,0.007471530228083072,0.023359177925519822,FOXM1
ENSG00000150907,-3.098428726196289,0.0019490733989182612,1046.8552,-0.9998713866949054,0.11725876583938862,-8.527050234047719,1.501266871447295e-17,3.5275094635175146e-16,FOXO1
ENSG00000285109,-3.3962960243225098,0.000684806739648193,761.7626,-0.5017850608624117,0.1373711954763169,-3.6527676644476794,0.00025942894498887136,0.0011762806237322287,GATA4
ENSG00000136574,-3.3962960243225098,0.000684806739648193,761.7626,-0.5017850608624117,0.1373711954763169,-3.6527676644476794,0.00025942894498887136,0.0011762806237322287,GATA4
ENSG00000107249,2.5165374279022217,0.011861719259208104,3532.3535,1.1798805192935529,0.17813000578742275,6.623704490873941,3.5030674148276735e-11,4.4036476627229544e-10,GLIS3
ENSG00000100644,-2.8086278438568115,0.004981707861149809,6259.2397,-0.610919662541233,0.1868445424195714,-3.2696682205968517,0.0010767369366381102,0.004217755567173693,HIF1A
ENSG00000108924,-2.4897024631500244,0.012795693657287346,216.24007,-1.7086050786991134,0.2893790399205168,-5.904384364425333,3.5396604200872824e-09,3.569236459693627e-08,HLF
ENSG00000164104,-2.3295841217041016,0.019841271523655175,251.15302,-1.1909461495188263,0.22964206216417912,-5.186097609014578,2.147462874324287e-07,1.6978237662045005e-06,HMGB2
ENSG00000276194,-2.5576508045196533,0.01054787403036901,369.27682,-0.6821106148894128,0.12954737224808607,-5.265337328364762,1.3993217763059495e-07,1.1416316384843294e-06,HNF1B
ENSG00000275410,-2.5576508045196533,0.01054787403036901,369.27682,-0.6821106148894128,0.12954737224808607,-5.265337328364762,1.3993217763059495e-07,1.1416316384843294e-06,HNF1B
ENSG00000168310,-3.6823859214782715,0.000231867855001954,290.53442,-0.6240545661154316,0.17336889931020427,-3.599576213486986,0.0003187362076916478,0.0014158232311626935,IRF2
ENSG00000140968,-2.7148325443267822,0.006638471518103576,214.87122,-3.8996242335276428,0.3431355805318061,-11.364674649839108,6.269762750086995e-30,3.6237306929142653e-28,IRF8
ENSG00000016082,-2.5123679637908936,0.012002746820805845,2546.958,-2.9368744795603825,0.26435784539432133,-11.109465940682346,1.12832303673707e-28,6.05720747657605e-27,ISL1
ENSG00000135363,-3.214618444442749,0.0013089292018498865,877.06287,-2.6652697627415187,0.32472536082174613,-8.207765959507501,2.2534191069561363e-16,4.842283080973407e-15,LMO2
ENSG00000119950,1.974279761314392,0.0483681542851353,278.43222,0.604398123233305,0.10538204087102869,5.735304784740265,9.733714689936573e-09,9.234785289163095e-08,MXI1
ENSG00000162992,-3.3114712238311768,0.0009302477204003929,8770.665,-1.3113026132523897,0.24743751552327412,-5.299530309618906,1.1610096234365818e-07,9.622983609637823e-07,NEUROD1
ENSG00000109320,-2.672104597091675,0.007545814977569469,645.735,-0.8783516738925303,0.17178374586655085,-5.113124466239504,3.168733574989297e-07,2.435066020311439e-06,NFKB1
ENSG00000165066,-2.38529634475708,0.01707763900140477,274.38306,-2.711776514046019,0.6960725194597248,-3.895824699631637,9.786515572304992e-05,0.00048530436360361866,NKX6-3
ENSG00000126368,2.942075729370117,0.003265160858152779,283.247,0.5694363952644333,0.0972829559107308,5.8534035066426435,4.816137302011494e-09,4.77341860715134e-08,NR1D1
ENSG00000185551,-2.361391544342041,0.018219135267308437,244.7894,-0.9902543943989001,0.26188546154263775,-3.7812499730447087,0.00015604289100695177,0.0007411546003903864,NR2F2
ENSG00000113580,-4.9397664070129395,7.905395201419525e-07,4277.7534,-1.8502758608902752,0.24112958566035772,-7.673367230417238,1.675389392096969e-14,3.0340034789655195e-13,NR3C1
ENSG00000069011,-2.00170636177063,0.045334197725243816,51.177654,-1.3289670722210958,0.5263493639494484,-2.5248763715590474,0.011573899702426666,0.03398684960032687,PITX1
ENSG00000155846,-2.2491722106933594,0.024515906829702835,42.775948,-1.6486490761880297,0.2504015034028174,-6.5840222753609865,4.5788847748974296e-11,5.694350933992393e-10,PPARGC1B
ENSG00000134532,-2.084765672683716,0.03710735309661018,712.5563,-1.5055859603117374,0.1980877139298545,-7.600602432339067,2.9475534717631026e-14,5.212642921634983e-13,SOX5
ENSG00000184895,-2.711184501647949,0.006711920255474067,33.26017,-1.0104142145857546,0.3686379058648124,-2.7409395466680406,0.006126377821610255,0.019617153351515752,SRY
ENSG00000151090,-2.389314889907837,0.01689203679388688,69.59223,-1.0916099311493384,0.2144968044006693,-5.0891664059958,3.596409217771758e-07,2.7446780861381397e-06,THRB
ENSG00000102804,-2.1191346645355225,0.03409538182845153,4241.0,-0.754026588833116,0.08004803069365841,-9.419676940195503,4.524780411164433e-21,1.41317417189266e-19,TSC22D1
