Gene stable ID,TF_Activity,TF_pvalue,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Gene name
ENSG00000150347,-2.8988006114959717,0.0037512235571035466,344.03116,-1.1482908860165777,0.2569359534758575,-4.469171676763698,7.852308889839817e-06,5.223669558493958e-05,ARID5B
ENSG00000139352,-3.289858818054199,0.0010046296391814256,450.76602,-1.2082657614352736,0.19389312196701433,-6.2316071306584435,4.6167410488638913e-10,5.984649917343613e-09,ASCL1
ENSG00000146592,2.0317301750183105,0.042198128339081764,208.56067,1.4538626365256824,0.22837991061368362,6.365983035105772,1.9404288075752574e-10,2.6445861879681566e-09,CREB5
ENSG00000105880,-2.3877017498016357,0.016966088782546736,30.468504,-1.34376359816266,0.39126430400496914,-3.434413986678411,0.0005938365005194088,0.0025877548098250194,DLX5
ENSG00000101412,-4.051688194274902,5.109909480590165e-05,334.56842,-0.7212969367895616,0.14601903509561942,-4.93974594693922,7.822442123862595e-07,6.27222078998821e-06,E2F1
ENSG00000282899,-3.053107500076294,0.0022687145539003343,138.44096,-0.9836905142214104,0.27886543094191274,-3.527473846072774,0.0004195452068948651,0.0018992474546899937,E2F2
ENSG00000007968,-3.053107500076294,0.0022687145539003343,138.44096,-0.9836905142214104,0.27886543094191274,-3.527473846072774,0.0004195452068948651,0.0018992474546899937,E2F2
ENSG00000115641,-1.9986720085144043,0.04566141700295499,47.302765,-0.9137007644590248,0.18115170644451498,-5.043842988798356,4.562737497284753e-07,3.8073124658742136e-06,FHL2
ENSG00000111206,-2.705238103866577,0.006833060471148382,290.60938,-0.5699168107859799,0.20808785234079835,-2.7388278766633234,0.0061658644804696355,0.019939923657206027,FOXM1
ENSG00000141448,-2.6635470390319824,0.007740213536647572,595.913,-0.7573787059329554,0.09270959591019737,-8.169366919327166,3.100119507529489e-16,7.963529025435099e-15,GATA6
ENSG00000107249,6.407770156860352,1.519573542696686e-10,2967.5645,0.8630574359882756,0.07672050526911574,11.249371116116777,2.3324916870371002e-29,1.5672510737309983e-27,GLIS3
ENSG00000276194,-3.215099811553955,0.0013066839382620053,371.62854,-0.7093558184763832,0.10092517053462975,-7.028532275137319,2.0871734876289835e-12,3.6129709316061546e-11,HNF1B
ENSG00000275410,-3.215099811553955,0.0013066839382620053,371.62854,-0.7093558184763832,0.10092517053462975,-7.028532275137319,2.0871734876289835e-12,3.6129709316061546e-11,HNF1B
ENSG00000170549,-2.685044527053833,0.007259788267392514,296.5981,-1.2860609693019638,0.21455891906360056,-5.9939758035448705,2.0477185411547493e-09,2.383377094761583e-08,IRX1
ENSG00000135363,-2.0136373043060303,0.04406500494077912,840.8052,-0.9070987863445307,0.1621777732617782,-5.593237396843173,2.2287421843209538e-08,2.2816803719325693e-07,LMO2
ENSG00000182759,4.680354595184326,2.888207910260164e-06,8884.545,5.989713296866418,0.20223525269142534,29.617552910053938,8.880940425891527e-193,1.3665103033319293e-189,MAFA
ENSG00000081189,-2.163365125656128,0.030528454444264358,64.99588,-0.9364503095520917,0.2007891261124852,-4.6638497197675814,3.1034805945816195e-06,2.238718143826071e-05,MEF2C
ENSG00000163623,4.4636759757995605,8.113786531196711e-06,10541.466,0.7464868421792525,0.10047601384860863,7.4295029588257275,1.0900650942521288e-13,2.1925270072232033e-12,NKX6-1
ENSG00000113580,-3.511517286300659,0.00044683274603719175,4680.4487,-0.8747670614722993,0.15941212874546445,-5.4874561199107506,4.07763263374907e-08,4.0271202397623196e-07,NR3C1
ENSG00000106331,-2.2732837200164795,0.023022810290175024,2645.6506,-1.4604509308589348,0.13878061032018735,-10.523450844389998,6.736034795160537e-26,3.561765202513237e-24,PAX4
ENSG00000139515,3.173820734024048,0.0015074273868666997,5446.6616,0.8324159833864413,0.07137512460666477,11.662550334920368,1.980207900546987e-31,1.5466730439449993e-29,PDX1
ENSG00000084093,2.442148447036743,0.014611320489772948,49.31485,2.1794937886858023,0.3216897991566954,6.775141127879436,1.2428487878075094e-11,1.9593969567616952e-10,REST
ENSG00000134532,-2.9447758197784424,0.003236723201724213,782.58026,-0.9045330730828137,0.12171689033213674,-7.4314507264731775,1.0741301525105233e-13,2.1661390113603436e-12,SOX5
ENSG00000137203,-3.8253517150878906,0.00013110135110757797,122.15609,-1.2800293805123064,0.3294221831511658,-3.8856805824910845,0.00010204360600576948,0.0005375367906918093,TFAP2A
ENSG00000114126,-2.31208872795105,0.02078593122954914,1716.2856,-0.5600768229215295,0.09428554176502843,-5.9402195971606355,2.8464053048644846e-09,3.2684804795484946e-08,TFDP2
ENSG00000060138,2.7817437648773193,0.005413352609163555,386.2148,0.5476500449096807,0.11504120567212887,4.760468579149813,1.9314400356224806e-06,1.4504908397677607e-05,YBX3
